Project,Despach N° RA-20XX-XXXX,SampleID_Init,SampleID_Fin,TotalSample_SE,Weight SE,SampleType,Target,Laboratory,Prepared Method,Analytical Method,DispatchDate,Over Limit,Analytes,ReceivedDate,ResultDate,Workorder,Location,Responsible
BRAU,RA-2023-0103,BR1000863,BR1000872,10,32.34,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,5/24/2023,NA,NA,5/29/2023,6/26/2023,BH23144906,VESPASIANO/MG,SDS
BRAU,RA-2023-0103,BR1002841,BR1002850,10,32.34,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,5/24/2023,NA,NA,5/29/2023,6/26/2023,BH23144906,VESPASIANO/MG,SDS
BRAU,RA-2023-0103,BR1004901,BR1004915,15,48.51,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,5/24/2023,NA,NA,5/29/2023,6/26/2023,BH23144906,VESPASIANO/MG,SDS
BRAU,RA-2023-0104,BR1002501,BR1002616,116,297.26,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,5/24/2023,ME-OGREE,NA,5/29/2023,6/20/2023,BH23144907,VESPASIANO/MG,SDS
BRAU,RA-2023-0104,BR1003347,BR1003347,1,2.56,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,5/24/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb,5/29/2023,6/20/2023,BH23144907,VESPASIANO/MG,SDS
BRAU,RA-2023-0104,BR1004683,BR1004723,41,105.07,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,5/24/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb + Th e U,5/29/2023,6/20/2023,BH23144907,VESPASIANO/MG,SDS
BRAU,RA-2023-0104,BR1008001,BR1008005,5,12.81,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,5/24/2023,ME-OGREE,Ce-Dy- Gd- La- Nd- Pr- Sm e Tb + Th e U,5/29/2023,6/20/2023,BH23144907,VESPASIANO/MG,SDS
BRAU,RA-2023-0133,BR1004724,BR1004743,20,44.46,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/1/2023,ME-OGREE,NA,6/6/2023,6/26/2023,BH23153140,VESPASIANO/MG,SDS
BRAU,RA-2023-0133,BR1003348,BR1003350,3,6.67,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/1/2023,ME-OGREE,NA,6/6/2023,6/26/2023,BH23153140,VESPASIANO/MG,SDS
BRAU,RA-2023-0133,BR1008006,BR1008009,4,8.89,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/1/2023,ME-OGREE,NA,6/6/2023,6/26/2023,BH23153140,VESPASIANO/MG,SDS
BRAU,RA-2023-0134,BR1000873,BR1000877,5,16.49,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/1/2023,NA,NA,6/6/2023,6/27/2023,BH23153147,VESPASIANO/MG,SDS
BRAU,RA-2023-0134,BR1002851,BR1002856,6,19.79,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/1/2023,NA,NA,6/6/2023,6/27/2023,BH23153147,VESPASIANO/MG,SDS
BRAU,RA-2023-0134,BR1004916,BR1004921,6,19.79,StreamSed,Aratama,ALS,PREP-41,ME-MS61L+ME-MS81+Au-ICP22,6/1/2023,NA,NA,6/6/2023,6/27/2023,BH23153147,VESPASIANO/MG,SDS
BRAU,RA-2023-0136,BR1002617,BR1002657,41,95.79,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,6/9/2023,NA,NA,6/15/2023,7/21/2023,BH23162629,VESPASIANO/MG,SSG
BRAU,RA-2023-0462,BR1002658,BR1002660,3,7.76,RockChip,Aratama,ALS,PREP-31,ME-MS61L+ME-MS81+PGM-ICP24,9/29/2023,NA,NA,10/4/2023,10/24/2023,BH23283497,VESPASIANO/MG,MPS
BRBA,RA-2023-0016,BR1006901,BR1006925,25,139.17,StreamSed,Bacaja,ALS,PREP-41+WEI-02,ME-MS61L+Au-ICP22,2/16/2023,NA,NA,2/17/2023,4/5/2023,PR23066341,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0016,BR1007201,BR1007219,19,105.77,StreamSed,Bacaja,ALS,PREP-41+WEI-02,ME-MS61L+Au-ICP22,2/16/2023,NA,NA,2/17/2023,4/5/2023,PR23066341,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0027,BR1006926,BR1006957,32,183.37,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/16/2023,NA,NA,3/17/2023,4/12/2023,PR23069146,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0027,BR1007220,BR1007250,31,177.63,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/16/2023,NA,NA,3/17/2023,4/12/2023,PR23069146,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0038,BR1006958,BR1006989,32,155.95,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,4/14/2023,NA,NA,4/17/2023,5/12/2023,PR23100699,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0038,BR1007251,BR1007275,25,121.84,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,4/14/2023,NA,NA,4/17/2023,5/12/2023,PR23100699,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0039,BR1007701,BR1007707,7,13.72,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,4/14/2023,NA,NA,4/17/2023,5/5/2023,PR23100701 ,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0039,BR1007751,BR1007760,10,19.6,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,4/14/2023,NA,NA,4/17/2023,5/5/2023,PR23100701 ,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0101,BR1006990,BR1007005,16,79.16,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,5/12/2023,NA,NA,5/14/2023,6/7/2023,PR23127406,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0101,BR1007276,BR1007296,21,103.91,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,5/12/2023,NA,NA,5/14/2023,6/7/2023,PR23127406,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0291,BR1007297,BR1007331,35,180.57,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,8/4/2023,NA,NA,8/7/2023,9/1/2023,PR23220225,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0291,BR1007501,BR1007528,28,144.45,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,8/4/2023,NA,NA,8/7/2023,9/1/2023,PR23220225,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0291,BR1007901,BR1007904,4,20.64,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,8/4/2023,NA,NA,8/7/2023,9/1/2023,PR23220225,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0386,BR1007332,BR1007370,39,165.01,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/4/2023,PR23249887,PARAUAPEBAS/PA,JCC
BRBA,RA-2023-0386,BR1007905,BR1007948,44,186.16,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/4/2023,PR23249887,PARAUAPEBAS/PA,JCC
BRBA,RA-2023-0386,BR1008101,BR1008122,22,93.08,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/4/2023,PR23249887,PARAUAPEBAS/PA,JCC
BRBA,RA-2023-0386,BR1008401,BR1008429,29,122.7,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/4/2023,PR23249887,PARAUAPEBAS/PA,JCC
BRBA,RA-2023-0387,BR1007006,BR1007029,24,115.09,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/3/2023,PR23249890,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0387,BR1007529,BR1007568,40,191.82,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/1/2023,NA,NA,9/5/2023,10/3/2023,PR23249890,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0465,BR1007371,BR1007401,31,112.23,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/28/2023,PR23282198,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0465,BR1007949,BR1007975,27,97.75,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/28/2023,PR23282198,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0465,BR1008123,BR1008142,20,72.41,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/28/2023,PR23282198,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0465,BR1008430,BR1008459,30,108.61,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/28/2023,PR23282198,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0466,BR1007769,BR1007770,2,4.09,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/19/2023,PR23282210,PARAUAPEBAS/PA,JGJ
BRBA,RA-2023-0466,BR1009001,BR1009004,4,8.18,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/19/2023,PR23282210,PARAUAPEBAS/PA,JGJ
BRBA,RA-2023-0466,BR1009051,BR1009053,3,6.14,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/19/2023,PR23282210,PARAUAPEBAS/PA,JGJ
BRBA,RA-2023-0466,BR1009101,BR1009102,2,4.09,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,9/28/2023,NA,NA,9/28/2023,10/19/2023,PR23282210,PARAUAPEBAS/PA,JGJ
BRBA,RA-2023-0467,BR1007030,BR1007065,36,154.1,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/4/2023,NA,NA,10/18/2023,11/22/2023,PR23299152,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0467,BR1007594,BR1007623,30,128.42,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/4/2023,NA,NA,10/18/2023,11/22/2023,PR23299152,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0467,BR1007066,BR1007075,10,42.81,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/4/2023,NA,NA,10/18/2023,11/22/2023,PR23299152,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0467,BR1007569,BR1007593,25,107.02,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/4/2023,NA,NA,10/18/2023,11/22/2023,PR23299152,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0468,BR1007801,BR1007811,11,21.71,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,10/4/2023,NA,NA,10/18/2023,11/10/2023,PR23299154,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0535,BR1007076,BR1007090,15,56.26,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/26/2023,NA,NA,10/27/2023,11/23/2023,PR23309618,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0535,BR1007402,BR1007427,26,97.52,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/26/2023,NA,NA,10/27/2023,11/23/2023,PR23309618,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0535,BR1007976,BR1007996,21,78.76,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/26/2023,NA,NA,10/27/2023,11/23/2023,PR23309618,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0535,BR1008143,BR1008168,26,97.52,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/26/2023,NA,NA,10/27/2023,11/23/2023,PR23309618,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0535,BR1008460,BR1008494,35,131.27,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,10/26/2023,NA,NA,10/27/2023,11/23/2023,PR23309618,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1007091,BR1007096,6,22.22,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1007428,BR1007472,45,166.65,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1007624,BR1007668,45,166.65,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1007997,BR1008000,4,14.81,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1008169,BR1008208,40,148.13,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1008495,BR1008532,38,140.72,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0607,BR1008701,BR1008736,36,133.32,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/30/2023,PR23341437,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0608,BR1007761,BR1007768,8,13.15,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/21/2023,PR23341439,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0608,BR1007771,BR1007772,2,5.2,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/21/2023,PR23341439,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0608,BR1009054,BR1009058,5,12.79,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/21/2023,PR23341439,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0608,BR1009103,BR1009104,2,5.2,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,11/24/2023,NA,NA,11/28/2023,12/21/2023,PR23341439,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0672,BR1007773,BR1007773,1,2.56,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/20/2024,PR23367188,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0672,BR1007813,BR1007813,1,2.56,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/20/2024,PR23367188,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0672,BR1009005,BR1009005,1,2.56,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/20/2024,PR23367188,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0672,BR1009105,BR1009106,2,5.12,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/20/2024,PR23367188,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1007473,BR1007499,27,107.28,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1007669,BR1007700,32,127.15,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1008209,BR1008233,25,99.34,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1008533,BR1008560,28,111.26,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1008737,BR1008763,27,107.28,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2023-0673,BR1008901,BR1008906,6,23.84,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,12/19/2023,NA,NA,12/20/2023,1/27/2024,PR23367189,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1007097,BR1007130,34,127.57,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1008234,BR1008269,36,134.46,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1008561,BR1008615,55,201.53,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1008764,BR1008809,46,178.02,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1008907,BR1008951,45,187.61,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0018,BR1010801,BR1010853,53,205.32,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/8/2024,PR24035593,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0019,BR1007774,BR1007776,3,5.53,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/5/2024,PR24035595,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0019,BR1007814,BR1007818,5,8.97,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/5/2024,PR24035595,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0019,BR1009006,BR1009007,2,5.27,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/5/2024,PR24035595,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0019,BR1009059,BR1009060,2,3.89,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/5/2024,PR24035595,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0019,BR1009107,BR1009109,3,5.84,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,2/9/2024,NA,NA,2/9/2024,3/5/2024,PR24035595,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1007131,BR1007138,8,26.63,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1008952,BR1008956,5,20.32,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1008616,BR1008628,13,43.45,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1008810,BR1008822,13,44.5,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1008270,BR1008281,12,42.93,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0037,BR1010854,BR1010863,10,37.44,StreamSed,Bacaja,ALS,PREP-41,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,4/8/2024,PR24063159,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0038,BR1007812,BR1007812,1,2.04,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,3/23/2024,PR24063160,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0038,BR1007819,BR1007822,4,8.16,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,3/23/2024,PR24063160,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0038,BR1009110,BR1009110,1,2.04,RockChip,Bacaja,ALS,PREP-31,ME-MS61L+Au-ICP22,3/8/2024,NA,NA,3/8/2024,3/23/2024,PR24063160,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0090,BR1018001,BR1018082,82,93.4,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/3/2024,NA,NA,6/4/2024,6/24/2024,PR24147110,PARAUAPEBAS/PA,HEM
BRBA,RA-2024-0090,BR1019001,BR1019086,86,100.43,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/3/2024,NA,NA,6/4/2024,6/24/2024,PR24147110,PARAUAPEBAS/PA,HEM
BRBA,RA-2024-0090,BR1021001,BR1021081,81,92.05,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/3/2024,NA,NA,6/4/2024,6/24/2024,PR24147110,PARAUAPEBAS/PA,HEM
BRBA,RA-2024-0098,BR1018083,BR1018140,58,60.87,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/22/2024,PR24167886,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0099,BR1018141,BR1018199,59,60.35,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/20/2024,PR24167887,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0100,BR1019087,BR1019166,80,83.33,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167889,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0101,BR1019167,BR1019246,80,79.61,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167890,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0102,BR1020001,BR1020076,76,81.04,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167891,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0103,BR1021082,BR1021160,79,79.39,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/20/2024,PR24167892,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0104,BR1021161,BR1021245,85,80.96,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/20/2024,PR24167893,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0105,BR1020077,BR1020134,58,57.73,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167894,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0107,BR1018200,BR1018245,46,46.44,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167896,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0107,BR1019247,BR1019292,46,48.29,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167896,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0107,BR1021246,BR1021272,27,25.22,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,6/21/2024,NA,NA,6/24/2024,7/17/2024,PR24167896,PARAUAPEBAS/PA,JCD
BRBA,RA-2024-0112,BR1022001,BR1022058,58,58.53,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/3/2024,PR24189081,PARAUAPEBAS/PA,MMB
BRBA,RA-2024-0112,BR1018246,BR1018303,58,55.86,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/3/2024,PR24189081,PARAUAPEBAS/PA,MMB
BRBA,RA-2024-0113,BR1019293,BR1019351,59,60.59,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/8/2024,PR24189084,PARAUAPEBAS/PA,MMB
BRBA,RA-2024-0113,BR1021273,BR1021333,61,64.13,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/8/2024,PR24189084,PARAUAPEBAS/PA,MMB
BRBA,RA-2024-0114,BR1022059,BR1022105,47,47.76,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/8/2024,PR24189085,PARAUAPEBAS/PA,MMB
BRBA,RA-2024-0114,BR1018304,BR1018341,38,35.82,Soil,Betania,ALS,PREP-31,ME-MS61L+Au-ICP22,7/13/2024,NA,NA,7/15/2024,8/8/2024,PR24189085,PARAUAPEBAS/PA,MMB
